"Ht","Wt","Forty","Vertical","BenchReps","BroadJump","Cone","Shuttle","Year","Round","Pick","PosRec","RoundRec","seq"
74,286,4.97,29.5,23,NA,NA,NA,2010,4,127,"DL",4,3572
72,239,4.87,36.5,27,123,NA,4.53,2010,NA,NA,"LB",8,3573
70,194,4.43,NA,25,NA,NA,NA,2010,1,29,"DB",1,3574
76,250,4.7,36.5,23,115,7.32,4.62,2010,NA,NA,"DL",8,3575
73,205,4.65,NA,13,NA,NA,NA,2010,NA,NA,"WR",8,3576
73,223,4.64,34,13,118,6.88,4.17,2010,NA,NA,"DB",8,3577
76,309,5.15,37,NA,109,7.45,4.67,2010,4,123,"DL",4,3578
78,270,4.92,NA,20,NA,NA,NA,2010,4,109,"DL",4,3579
73,254,4.65,38,24,114,6.95,4.29,2010,2,52,"LB",2,3580
77,292,5.02,NA,19,NA,NA,NA,2010,7,242,"DL",7,3581
71,206,4.44,37.5,14,119,6.95,4.36,2010,3,75,"DB",3,3582
80,316,5.2,29.5,29,104,7.73,4.87,2010,6,179,"OL",6,3583
77,251,4.88,38,25,118,7.24,4.56,2010,7,213,"DL",7,3584
74,262,4.67,33.5,23,112,6.69,4.32,2011,4,103,"LB",4,3585
74,190,4.56,NA,NA,NA,NA,NA,2011,NA,NA,"WR",8,3586
76,244,5,NA,11,NA,NA,NA,2011,NA,NA,"OL",8,3587
73,297,5.3,24,23,91,7.72,4.71,2011,NA,NA,"DL",8,3588
75,273,4.78,NA,NA,NA,NA,NA,2011,NA,NA,"DL",8,3589
73,197,4.5,35.5,18,129,6.76,4.01,2011,4,128,"DB",4,3590
68,199,4.59,NA,23,NA,NA,NA,2011,NA,NA,"RB",8,3591
73,228,4.56,41.5,24,120,6.79,4.06,2011,7,225,"RB",7,3592
72,206,4.38,38,15,128,6.97,4.08,2011,1,19,"DB",1,3593
77,300,5.31,29,25,103,7.6,4.63,2011,4,110,"OL",4,3594
71,229,4.77,30,22,104,7.09,4.37,2011,NA,NA,"RB",8,3595
74,309,4.84,30.5,38,112,7.33,4.4,2011,2,52,"DL",2,3596
74,254,4.81,31,18,116,7.49,4.28,2011,2,39,"LB",2,3597
72,193,4.92,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3598
75,285,4.71,36.5,27,117,7.43,4.56,2011,3,86,"DL",3,3599
78,276,4.92,28,26,114,7.07,4.37,2011,NA,NA,"DL",8,3600
76,228,4.49,42,20,129,7.07,4.34,2011,1,26,"WR",1,3601
76,283,4.75,31.5,NA,111,7.54,4.51,2011,4,106,"DL",4,3602
77,325,5.31,29,29,103,8.27,4.75,2011,3,92,"OL",3,3603
73,302,4.93,26.5,34,92,7.62,4.62,2011,NA,NA,"OL",8,3604
74,262,5.14,28.5,22,106,7.19,4.46,2011,7,247,"DL",7,3605
73,245,4.84,32.5,23,109,6.98,4,2011,NA,NA,"LB",8,3606
70,211,4.58,33.5,23,120,7,4.12,2011,NA,NA,"RB",8,3607
75,209,4.5,31.5,13,118,6.86,4.31,2011,NA,NA,"WR",8,3608
69,184,4.7,35.5,18,119,6.85,4.2,2011,5,151,"DB",5,3609
77,308,5.28,31,28,102,7.66,4.64,2011,4,101,"OL",4,3610
75,309,5.4,NA,28,NA,7.57,4.75,2011,NA,NA,"OL",8,3611
73,208,4.78,NA,8,NA,NA,NA,2011,6,192,"K",6,3612
75,280,4.92,NA,22,NA,NA,NA,2011,2,51,"DL",2,3613
71,242,4.53,29,28,113,6.97,4.39,2011,6,187,"RB",6,3614
78,323,5.21,26,25,100,7.84,4.81,2011,4,117,"OL",4,3615
69,193,4.54,33.5,15,120,7.23,NA,2011,NA,NA,"DB",8,3616
71,187,4.68,33.5,12,121,6.64,4.25,2011,3,82,"WR",3,3617
73,204,4.52,35.5,24,116,6.85,4.25,2011,4,118,"DB",4,3618
78,233,4.59,29,20,117,6.93,4.33,2011,NA,NA,"WR",8,3619
72,185,4.51,39.5,10,128,6.59,4,2011,3,95,"DB",3,3620
71,190,4.49,36.5,NA,120,6.5,4,2011,5,164,"DB",5,3621
69,186,4.71,32.5,14,112,NA,NA,2011,NA,NA,"DB",8,3622
73,221,4.5,34.5,19,117,7.04,4.31,2011,7,236,"WR",7,3623
72,190,4.5,32,18,118,6.93,4.07,2011,5,139,"DB",5,3624
72,182,4.65,30.5,NA,120,7.09,4.37,2011,NA,NA,"DB",8,3625
77,254,4.53,37.5,23,119,6.82,4.03,2011,4,102,"TE",4,3626
77,218,4.83,31,NA,114,6.87,4.16,2011,NA,NA,"QB",8,3627
77,358,5.26,30.5,33,105,8.07,4.97,2011,5,138,"OL",5,3628
79,314,5.18,31.5,29,109,NA,NA,2011,1,29,"OL",1,3629
70,192,4.41,31,13,116,6.69,4.06,2011,NA,NA,"DB",8,3630
76,321,5.22,NA,23,NA,NA,NA,2011,1,25,"OL",1,3631
73,208,4.57,34.5,23,121,7.05,4.06,2011,4,108,"DB",4,3632
69,222,4.54,37,27,120,6.92,4.07,2011,4,119,"RB",4,3633
73,248,4.58,36,27,114,6.88,4.34,2011,5,162,"LB",5,3634
73,241,4.57,NA,25,NA,NA,NA,2011,2,40,"LB",2,3635
73,300,5.04,27.5,26,101,7.51,4.78,2011,3,77,"DL",3,3636
79,311,5.21,29.5,28,105,7.25,4.4,2011,1,22,"OL",1,3637
74,247,4.87,35.5,23,116,7.13,4.4,2011,7,220,"RB",7,3638
72,191,4.38,34.5,NA,126,NA,NA,2011,4,113,"DB",4,3639
77,264,4.63,28,22,117,7.07,4.39,2011,NA,NA,"DL",8,3640
77,312,5.36,NA,NA,NA,NA,NA,2011,NA,NA,"OL",8,3641
72,230,4.83,29,NA,111,NA,NA,2011,NA,NA,"RB",8,3642
75,245,4.69,33.5,18,118,7.07,4.15,2011,6,174,"RB",6,3643
75,281,4.78,33,NA,113,7.3,4.13,2011,1,20,"DL",1,3644
70,191,4.46,33.5,16,115,7.08,4.34,2011,2,64,"WR",2,3645
75,233,5.12,NA,NA,NA,6.84,4.28,2011,NA,NA,"QB",8,3646
74,197,4.52,35.5,18,127,7.01,4.19,2011,3,93,"DB",3,3647
70,205,4.6,NA,18,114,6.66,4.03,2011,NA,NA,"RB",8,3648
70,178,4.53,36,NA,120,6.91,4.09,2011,NA,NA,"DB",8,3649
72,199,4.36,38.5,NA,123,6.88,4.08,2011,3,80,"DB",3,3650
74,215,4.83,29.5,NA,106,6.93,4.27,2011,2,35,"QB",2,3651
72,260,5.03,25,NA,106,7.81,4.68,2011,NA,NA,"LB",8,3652
75,319,4.93,27,24,NA,7.83,4.62,2011,1,3,"DL",1,3653
79,313,5.5,24,NA,91,7.98,5.07,2011,NA,NA,"OL",8,3654
72,193,4.54,NA,14,NA,NA,NA,2011,NA,NA,"WR",8,3655
73,242,4.73,37.5,24,123,NA,NA,2011,3,91,"LB",3,3656
67,179,4.43,NA,24,NA,NA,NA,2011,NA,NA,"RB",8,3657
75,225,4.81,33,NA,116,7.08,4.32,2011,NA,NA,"QB",8,3658
74,281,4.87,31,NA,107,7.22,4.37,2011,NA,NA,"DL",8,3659
76,334,5.45,27.5,21,90,7.74,4.9,2011,NA,NA,"OL",8,3660
74,193,4.9,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3661
74,201,4.62,NA,14,NA,NA,NA,2011,4,123,"WR",4,3662
73,198,4.4,NA,19,NA,NA,NA,2011,2,33,"DB",2,3663
71,213,4.73,34,21,118,7.15,4.2,2011,NA,NA,"RB",8,3664
73,176,4.28,33.5,5,121,6.97,4.09,2011,3,81,"DB",3,3665
77,346,5.19,NA,26,NA,NA,NA,2011,3,94,"DL",3,3666
76,255,4.88,31.5,26,106,7.25,4.32,2011,6,197,"DL",6,3667
76,240,5.12,25.5,NA,102,7.13,4.46,2011,5,160,"QB",5,3668
72,227,4.56,35,26,111,6.96,4.46,2011,NA,NA,"RB",8,3669
76,291,4.84,31,NA,113,7.14,4.56,2011,1,13,"DL",1,3670
70,231,4.37,37.5,21,115,6.99,4.21,2011,NA,NA,"RB",8,3671
71,197,4.78,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3672
72,189,4.69,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3673
73,245,4.75,31,22,110,7.14,4.45,2011,3,84,"LB",3,3674
77,316,5.11,28.5,26,NA,NA,NA,2011,2,46,"OL",2,3675
73,308,5.28,24,30,101,7.54,4.54,2011,3,97,"DL",3,3676
76,306,5.18,28.5,26,108,7.29,4.43,2011,6,172,"OL",6,3677
76,234,4.61,33.5,NA,120,6.84,4.26,2011,1,10,"QB",1,3678
76,252,4.85,30.5,27,112,7.15,4.4,2011,NA,NA,"TE",8,3679
72,192,4.31,40,16,131,NA,NA,2011,4,111,"WR",4,3680
78,330,5.41,NA,30,NA,NA,NA,2011,2,63,"OL",2,3681
70,195,4.45,38.5,26,119,6.81,4.12,2011,2,50,"DB",2,3682
71,208,4.5,31,13,110,NA,NA,2011,5,146,"DB",5,3683
75,244,5,31,18,105,7.19,4.51,2011,NA,NA,"TE",8,3684
78,325,5.54,26.5,25,99,8.25,5,2011,NA,NA,"OL",8,3685
75,286,5.09,28.5,29,114,7.49,4.49,2011,NA,NA,"DL",8,3686
75,249,4.54,42.5,23,130,6.9,4.4,2011,7,204,"TE",7,3687
72,225,4.45,34,20,114,6.91,4.15,2011,3,96,"RB",3,3688
76,211,4.48,34.5,18,126,6.91,4.21,2011,1,4,"WR",1,3689
76,216,4.53,33.5,15,118,7.05,4.25,2011,NA,NA,"WR",8,3690
76,305,4.96,29,28,NA,7.6,4.43,2011,7,233,"DL",7,3691
73,209,4.62,34.5,18,121,6.73,4.19,2011,7,248,"DB",7,3692
78,326,5.38,29,33,96,7.9,4.7,2011,4,122,"OL",4,3693
73,193,4.59,32,4,112,7.16,4.18,2011,NA,NA,"WR",8,3694
73,209,4.4,36,14,117,6.94,4.21,2011,3,79,"WR",3,3695
76,249,4.78,NA,18,NA,NA,NA,2011,7,238,"TE",7,3696
71,233,4.53,36.5,24,120,7.16,4.39,2011,4,130,"RB",4,3697
70,203,4.53,34,10,111,6.77,4.21,2011,6,176,"WR",6,3698
69,191,4.46,35.5,13,113,6.77,4.12,2011,2,60,"DB",2,3699
72,227,4.64,NA,NA,NA,NA,NA,2011,7,240,"RB",7,3700
71,219,4.4,36.5,11,119,6.67,4.01,2011,4,105,"RB",4,3701
73,177,4.87,NA,NA,NA,NA,NA,2011,4,120,"K",4,3702
75,308,5.68,24,20,90,7.98,4.68,2011,NA,NA,"OL",8,3703
75,219,4.85,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3704
76,244,4.91,32.5,29,112,7.32,4.46,2011,NA,NA,"LB",8,3705
77,294,4.95,30,NA,NA,NA,NA,2011,1,31,"DL",1,3706
73,202,4.64,31,NA,123,NA,4.19,2011,NA,NA,"DB",8,3707
73,219,4.59,31,19,NA,6.9,4.21,2011,5,158,"DB",5,3708
79,319,5.44,32,24,104,7.77,4.78,2011,NA,NA,"OL",8,3709
70,192,4.43,NA,19,NA,NA,NA,2011,4,98,"DB",4,3710
74,235,4.62,36,18,121,7.09,4.57,2011,5,157,"LB",5,3711
76,210,4.51,35,11,130,6.69,4.31,2011,NA,NA,"WR",8,3712
73,240,4.66,35.5,32,111,7.21,4.34,2011,6,200,"LB",6,3713
72,200,4.44,33.5,14,109,6.65,4.12,2011,4,131,"DB",4,3714
77,248,4.46,37,22,117,6.9,4.21,2011,3,69,"TE",3,3715
75,270,4.62,36.5,30,125,6.95,4.37,2011,3,70,"LB",3,3716
74,299,5.27,25.5,27,95,8.03,4.96,2011,2,55,"OL",2,3717
76,302,5.31,29.5,22,95,8.29,4.97,2011,NA,NA,"OL",8,3718
67,199,4.46,35,24,122,6.74,4.21,2011,4,115,"RB",4,3719
72,239,4.77,31.5,20,116,NA,NA,2011,NA,NA,"LB",8,3720
79,316,5.28,28,NA,101,7.73,4.77,2011,NA,NA,"OL",8,3721
75,318,5.39,NA,18,NA,NA,NA,2011,7,217,"OL",7,3722
72,257,5.06,30.5,24,111,NA,NA,2011,NA,NA,"RB",8,3723
76,317,5.2,NA,NA,NA,NA,NA,2011,2,49,"OL",2,3724
69,215,4.62,31.5,21,118,7.13,4.62,2011,1,28,"RB",1,3725
73,240,4.74,NA,NA,NA,NA,NA,2011,3,67,"LB",3,3726
77,299,5.27,28,25,98,7.55,4.65,2011,7,210,"OL",7,3727
72,198,4.62,30,14,113,6.95,4.14,2011,2,54,"DB",2,3728
70,174,5.06,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3729
75,215,4.61,37.5,14,113,7.45,4.43,2011,NA,NA,"WR",8,3730
76,310,5.03,26.5,17,98,7.42,4.83,2011,2,41,"DL",2,3731
69,185,4.46,37.5,11,124,7.07,4.25,2011,3,83,"WR",3,3732
71,199,4.46,NA,16,NA,NA,NA,2011,6,182,"WR",6,3733
77,251,4.75,29,NA,119,7.28,4.31,2011,NA,NA,"QB",8,3734
70,212,4.51,NA,23,NA,NA,NA,2011,NA,NA,"DB",8,3735
77,361,5.4,25.5,25,96,NA,5.03,2011,NA,NA,"OL",8,3736
72,194,4.33,NA,13,NA,NA,NA,2011,4,125,"RB",4,3737
75,220,4.34,38.5,17,135,6.66,4.25,2011,1,6,"WR",1,3738
72,242,4.75,31.5,21,117,7.27,4.27,2011,6,185,"LB",6,3739
76,287,4.74,31,25,117,7.07,4.37,2011,1,24,"DL",1,3740
73,243,4.8,NA,NA,NA,NA,NA,2011,NA,NA,"LB",8,3741
77,233,4.53,32.5,NA,115,6.85,4.18,2011,2,36,"QB",2,3742
75,280,4.89,30.5,NA,110,7.22,4.14,2011,6,191,"OL",6,3743
75,243,4.65,34.5,25,122,6.94,4.15,2011,2,47,"TE",2,3744
71,219,4.74,32.5,24,110,6.55,3.9,2011,5,144,"DB",5,3745
69,189,4.56,34.5,16,120,NA,NA,2011,5,153,"WR",5,3746
76,267,4.67,33.5,31,122,7.18,4.39,2011,1,16,"DL",1,3747
75,308,5.28,32.5,23,105,7.59,4.68,2011,5,163,"OL",5,3748
77,317,5.03,30,23,114,7.6,4.77,2011,NA,NA,"OL",8,3749
75,275,4.85,NA,22,NA,NA,NA,2011,5,142,"DL",5,3750
80,315,5.34,NA,NA,NA,NA,NA,2011,NA,NA,"OL",8,3751
72,210,4.42,36.5,18,122,6.82,4.13,2011,NA,NA,"DB",8,3752
71,210,4.49,31,21,116,6.9,4.09,2011,5,156,"DB",5,3753
73,242,4.87,30,27,113,7.45,4.4,2011,NA,NA,"LB",8,3754
72,227,4.56,38,21,122,6.82,4.4,2011,2,57,"RB",2,3755
75,292,4.86,29.5,NA,104,7.29,4.62,2011,NA,NA,"DL",8,3756
67,193,4.56,34.5,17,112,6.9,4.18,2011,5,149,"RB",5,3757
74,304,5.36,26.5,24,89,7.67,4.62,2011,NA,NA,"OL",8,3758
74,231,4.51,40.5,27,129,6.8,4.21,2011,2,59,"WR",2,3759
74,298,4.97,27.5,27,102,7.48,4.68,2011,1,18,"DL",1,3760
73,246,4.8,32,22,109,7.17,4.46,2011,7,237,"LB",7,3761
68,188,4.37,37.5,16,118,6.98,4.15,2011,NA,NA,"RB",8,3762
74,231,4.51,35,NA,120,6.77,4.12,2011,1,8,"QB",1,3763
74,211,4.34,35.5,NA,127,7.15,4.19,2011,NA,NA,"WR",8,3764
76,315,5.18,26.5,27,97,7.84,4.84,2011,6,168,"OL",6,3765
74,241,4.68,38,NA,121,6.89,4.09,2011,NA,NA,"LB",8,3766
73,190,4.56,33.5,NA,115,6.42,3.94,2011,NA,NA,"WR",8,3767
79,253,5.37,24,NA,103,NA,NA,2011,3,74,"QB",3,3768
72,248,4.87,28.5,22,102,7.1,4.56,2011,4,124,"RB",4,3769
72,197,4.42,37.5,12,123,6.87,4.07,2011,3,90,"DB",3,3770
75,257,4.81,32,17,112,7.21,4.37,2011,7,230,"DL",7,3771
73,231,4.78,NA,13,NA,NA,NA,2011,4,116,"LB",4,3772
72,202,4.43,33,24,124,NA,NA,2011,6,173,"DB",6,3773
73,238,4.59,36.5,23,119,6.93,4.2,2011,4,109,"LB",4,3774
74,297,4.98,28,29,104,7.48,4.56,2011,3,65,"DL",3,3775
72,217,4.63,35,NA,116,NA,NA,2011,NA,NA,"DB",8,3776
74,220,4.84,33,NA,107,7.11,4.45,2011,7,208,"QB",7,3777
71,195,4.71,34,NA,117,NA,NA,2011,NA,NA,"DB",8,3778
75,278,4.91,28.5,20,107,7.13,4.59,2011,5,165,"DL",5,3779
75,246,4.42,37,21,126,6.7,4.06,2011,1,2,"LB",1,3780
73,254,4.81,31,35,113,7.05,4.34,2011,7,211,"LB",7,3781
73,248,4.4,42,21,128,7.09,4.38,2011,3,66,"LB",3,3782
76,319,5.51,30.5,23,102,7.79,4.53,2011,3,75,"OL",3,3783
75,239,4.65,32,21,115,6.7,4,2011,6,189,"LB",6,3784
72,202,4.58,35,11,115,6.98,3.96,2011,2,45,"DB",2,3785
72,194,4.43,36,13,118,6.78,4.15,2011,5,148,"WR",5,3786
72,189,4.38,35.5,10,123,6.91,4.25,2011,NA,NA,"WR",8,3787
74,228,4.53,31,18,114,7.05,4.21,2011,NA,NA,"LB",8,3788
73,239,4.84,31.5,NA,115,7.08,4.34,2011,2,61,"LB",2,3789
70,197,4.5,34.5,15,116,NA,4.37,2011,NA,NA,"WR",8,3790
72,213,4.37,34.5,21,124,7.28,4.18,2011,3,71,"RB",3,3791
74,319,5.06,29,30,106,7.56,4.46,2011,7,253,"DL",7,3792
73,294,5.06,30.5,31,112,7.71,4.65,2011,3,87,"DL",3,3793
72,200,4.46,38.5,13,129,6.83,4.22,2011,NA,NA,"WR",8,3794
77,311,5,25.5,24,100,7.76,5,2011,7,214,"OL",7,3795
77,248,4.56,35,NA,126,6.92,4.18,2011,1,1,"QB",1,3796
76,304,5.12,32.5,31,105,7.67,4.59,2011,NA,NA,"OL",8,3797
78,261,4.63,36,18,119,6.83,4.25,2011,NA,NA,"TE",8,3798
74,247,4.84,34.5,26,119,7.06,4.31,2011,7,254,"DL",7,3799
73,303,4.98,NA,49,NA,NA,NA,2011,2,53,"DL",2,3800
74,303,4.95,29,22,104,7.56,4.57,2011,NA,NA,"DL",8,3801
71,191,4.59,32,13,110,NA,4.16,2011,3,88,"DB",3,3802
73,224,4.45,34.5,24,117,6.9,4.14,2011,5,155,"WR",5,3803
76,299,5.07,28,21,108,7.44,4.5,2011,7,239,"OL",7,3804
72,219,4.31,38,15,126,6.58,4.07,2011,1,5,"DB",1,3805
75,209,4.56,33.5,14,120,6.68,3.88,2011,3,78,"WR",3,3806
75,256,4.78,32,22,108,6.85,4.41,2011,NA,NA,"TE",8,3807
70,199,4.42,NA,19,NA,NA,NA,2011,5,132,"WR",5,3808
75,317,5.39,26.5,NA,98,7.88,4.91,2011,5,150,"OL",5,3809
74,229,4.63,34,NA,116,6.85,4.09,2011,1,12,"QB",1,3810
75,211,4.59,40,NA,126,6.84,4.12,2011,NA,NA,"QB",8,3811
77,303,5.12,25,NA,96,7.66,4.64,2011,1,15,"OL",1,3812
74,335,5.25,25,27,93,8.17,5.06,2011,6,199,"DL",6,3813
70,207,4.51,NA,18,NA,NA,NA,2011,4,126,"RB",4,3814
76,265,4.62,34,22,116,7.13,4.4,2011,1,14,"DL",1,3815
75,309,5.39,23.5,29,99,7.91,4.94,2011,3,76,"OL",3,3816
76,261,4.84,35.5,30,119,7.24,4.32,2011,7,215,"DL",7,3817
74,263,4.65,30.5,30,113,7.11,4.28,2011,2,42,"LB",2,3818
79,327,5.32,29.5,28,111,7.73,4.65,2011,3,85,"OL",3,3819
74,248,4.9,28,14,108,7.31,4.59,2011,NA,NA,"RB",8,3820
71,225,4.65,36,18,118,6.78,4.21,2011,3,73,"RB",3,3821
70,184,4.35,40,17,126,6.65,4.09,2011,6,178,"WR",6,3822
66,196,4.59,33,NA,113,7.31,4.26,2011,5,145,"RB",5,3823
70,180,4.45,33,14,114,7.21,4.2,2011,7,206,"DB",7,3824
74,213,5.06,NA,NA,NA,NA,NA,2011,NA,NA,"K",8,3825
70,229,4.53,33,28,115,6.89,4.26,2011,6,193,"LB",6,3826
77,264,4.79,NA,NA,NA,NA,NA,2011,7,226,"DL",7,3827
72,212,4.65,34,20,113,7.07,4.18,2011,6,177,"RB",6,3828
72,195,4.54,NA,10,NA,NA,NA,2011,6,188,"DB",6,3829
78,259,4.83,NA,NA,NA,NA,NA,2011,2,43,"TE",2,3830
72,190,4.58,35.5,12,118,6.92,4.15,2011,NA,NA,"DB",8,3831
71,220,4.4,34.5,22,113,6.98,4.25,2011,NA,NA,"RB",8,3832
73,210,4.53,37,15,120,6.65,4.1,2011,4,112,"WR",4,3833
74,204,4.41,NA,14,NA,NA,NA,2011,7,249,"WR",7,3834
66,181,4.5,34.5,19,121,6.78,4.13,2011,NA,NA,"WR",8,3835
76,217,4.53,35,12,124,7.03,4.06,2011,5,134,"DB",5,3836
71,182,4.56,33.5,NA,118,6.46,3.97,2011,NA,NA,"WR",8,3837
72,211,4.62,33,11,108,6.9,4.27,2011,6,198,"DB",6,3838
77,270,4.93,33.5,19,116,NA,NA,2011,NA,NA,"TE",8,3839
76,308,5.18,25.5,30,98,7.73,4.62,2011,6,201,"OL",6,3840
76,305,5.18,NA,NA,NA,NA,NA,2011,6,179,"OL",6,3841
71,211,4.4,34,19,117,7.15,4.2,2011,7,221,"RB",7,3842
71,223,4.55,33,27,120,6.87,4.09,2011,4,100,"DB",4,3843
75,264,4.68,31,NA,115,NA,NA,2011,2,37,"DL",2,3844
74,250,4.7,33.5,22,110,NA,4.28,2011,3,68,"LB",3,3845
70,242,4.74,32.5,32,111,7.23,4.41,2011,5,136,"RB",5,3846
75,195,4.54,38,16,125,6.82,4.33,2011,5,154,"DB",5,3847
77,321,5.18,28,23,97,7.43,4.63,2011,1,32,"OL",1,3848
72,205,4.5,34.5,21,114,6.5,4.07,2011,4,114,"WR",4,3849
74,305,5.38,29,29,100,7.7,4.75,2011,NA,NA,"DL",8,3850
69,200,4.5,37.5,24,120,NA,4.28,2011,NA,NA,"DB",8,3851
69,186,4.37,37,20,122,6.44,3.9,2011,5,137,"DB",5,3852
76,263,4.74,34,20,118,7.19,4.5,2011,1,7,"DL",1,3853
71,239,4.71,31,20,104,7.35,4.45,2011,6,186,"LB",6,3854
72,243,4.76,NA,NA,NA,NA,NA,2011,NA,NA,"LB",8,3855
74,211,4.42,36,24,123,6.93,4.06,2011,1,27,"DB",1,3856
74,214,4.65,NA,NA,NA,NA,NA,2011,NA,NA,"WR",8,3857
78,266,4.94,29,25,108,7.13,4.28,2011,5,159,"TE",5,3858
73,204,4.41,41,19,126,6.72,4.13,2011,2,58,"WR",2,3859
77,307,4.93,NA,29,NA,NA,NA,2011,1,9,"OL",1,3860
77,310,5.4,30.5,NA,106,7.95,4.83,2011,NA,NA,"OL",8,3861
80,319,4.96,32,21,110,7.44,4.34,2011,1,17,"OL",1,3862
74,195,4.51,37.5,6,125,6.86,4.18,2011,NA,NA,"WR",8,3863
76,223,4.87,32.5,NA,110,6.95,4.43,2011,5,135,"QB",5,3864
77,258,4.68,33,27,115,7.03,4.4,2011,4,104,"TE",4,3865
73,241,4.75,34,21,115,NA,4.5,2011,6,171,"LB",6,3866
72,204,4.57,33,14,114,6.92,4.21,2011,NA,NA,"DB",8,3867
69,213,4.65,34.5,20,112,6.89,4.18,2011,NA,NA,"RB",8,3868
75,311,5.22,NA,34,NA,NA,NA,2011,NA,NA,"DL",8,3869
75,334,5.09,29.5,31,100,7.75,4.77,2011,1,21,"DL",1,3870
73,217,4.47,37.5,NA,126,6.78,4.09,2011,6,180,"QB",6,3871
74,309,5.52,25.5,33,104,8.15,4.77,2011,NA,NA,"OL",8,3872
72,230,4.62,NA,21,NA,NA,NA,2011,2,62,"RB",2,3873
73,241,4.65,30.5,23,114,7.23,4.28,2011,6,195,"LB",6,3874
70,191,4.46,38.5,13,126,6.99,4.15,2011,5,143,"DB",5,3875
77,246,4.64,35.5,16,111,6.96,4.31,2011,4,129,"TE",4,3876
69,189,4.5,33.5,13,114,6.66,4.12,2011,7,213,"DB",7,3877
75,300,6,25,23,82,9.04,5.56,2011,NA,NA,"OL",8,3878
75,309,5.25,27,23,101,7.7,4.71,2011,NA,NA,"DL",8,3879
69,203,4.4,38,25,126,7.24,4.18,2011,6,183,"RB",6,3880
75,212,4.52,32,NA,122,6.48,4.03,2011,NA,NA,"WR",8,3881
74,212,4.92,29.5,NA,116,6.84,4.12,2011,NA,NA,"QB",8,3882
72,199,4.68,33,NA,111,6.95,4.09,2011,NA,NA,"DB",8,3883
74,220,4.53,41,16,128,6.77,4.15,2011,NA,NA,"WR",8,3884
74,301,5.12,31,23,104,7.46,4.59,2011,5,161,"OL",5,3885
70,210,4.49,34,31,115,6.95,4.28,2011,2,56,"RB",2,3886
75,310,5.36,26,29,92,7.61,4.62,2011,1,23,"OL",1,3887
77,290,4.81,37,34,120,6.88,4.21,2011,1,11,"DL",1,3888
73,202,4.53,38.5,18,123,6.67,4.09,2011,6,167,"WR",6,3889
75,240,4.65,34,17,115,6.95,4.25,2011,6,169,"LB",6,3890
70,209,4.5,32.5,NA,117,7.07,4.31,2011,5,133,"RB",5,3891
75,266,4.86,32.5,14,117,7.25,4.51,2011,7,224,"DL",7,3892
74,302,5.27,30.5,25,105,7.73,4.75,2011,NA,NA,"DL",8,3893
76,315,4.96,26,27,106,7.31,4.59,2011,1,30,"DL",1,3894
72,204,4.55,37.5,18,127,6.72,4.07,2011,2,34,"DB",2,3895
74,245,4.59,33.5,20,111,7.29,4.51,2011,5,141,"TE",5,3896
74,205,4.53,NA,NA,NA,NA,NA,2011,NA,NA,"DB",8,3897
73,319,5.21,28.5,31,98,NA,4.78,2011,NA,NA,"DL",8,3898
76,318,5.28,24.5,23,93,8.42,5.03,2011,6,196,"OL",6,3899
73,188,4.56,35.5,9,123,6.61,4.09,2011,NA,NA,"WR",8,3900
72,211,4.68,30.5,17,114,6.98,4.15,2011,NA,NA,"DB",8,3901
69,212,4.59,40,19,123,6.96,4.18,2011,2,38,"RB",2,3902
75,309,5.18,30,28,103,7.54,4.62,2011,NA,NA,"OL",8,3903
73,229,4.71,32.5,24,113,7.31,4.5,2011,6,166,"LB",6,3904
76,250,4.42,36,23,124,7.04,4.28,2011,3,72,"LB",3,3905
76,268,4.96,30,18,111,7.01,4.37,2011,NA,NA,"DL",8,3906
75,313,5.29,28.5,30,100,7.51,4.63,2011,2,48,"OL",2,3907
75,246,4.71,32,20,120,7.26,4.46,2011,4,99,"LB",4,3908
71,185,4.41,34.5,16,113,NA,NA,2011,3,89,"DB",3,3909
75,219,5.06,29.5,NA,104,6.96,4.12,2011,5,152,"QB",5,3910
72,204,4.5,37,19,115,7.08,4.18,2011,NA,NA,"WR",8,3911
71,174,4.43,NA,NA,123,NA,NA,2011,2,44,"WR",2,3912
78,317,5.5,29,20,95,7.74,4.65,2011,7,244,"OL",7,3913
74,238,4.64,35.5,24,118,NA,NA,2012,6,204,"LB",6,3914
79,323,5.28,28.5,19,100,7.94,4.95,2012,2,56,"OL",2,3915
71,179,4.51,36,NA,123,7.09,NA,2012,4,104,"WR",4,3916
76,296,5.31,25.5,19,99,7.74,4.62,2012,NA,NA,"DL",8,3917
76,270,4.8,NA,NA,NA,NA,NA,2012,4,103,"DL",4,3918
76,307,5.17,27.5,26,102,8.01,4.9,2012,2,44,"OL",2,3919
75,255,4.85,32,27,110,7.12,4.37,2012,3,64,"TE",3,3920
73,210,4.58,34,17,118,7.02,4.25,2012,7,242,"DB",7,3921
76,335,5.24,27,32,101,8.04,4.99,2012,7,208,"OL",7,3922
76,208,4.86,NA,NA,NA,NA,NA,2012,3,70,"K",3,3923
